"Part";"Value";"Device";"Package";"Description";"ALLIED_NUMBER";"ALLIED_PRICE/STOCK";"ARROW_PART_NUMBER";"ARROW_PRICE/STOCK";"AVAILABILITY";"CENTERLINE_PITCH";"COMMENT";"DATASHEET";"DESCRIPTION";"DISTRIBUTOR1";"DISTRIBUTOR2";"GEOMETRY_HEIGHT";"HEIGHT";"MANUFACTURER";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MF";"MP";"MPN";"NUMBER_OF_POSITIONS";"ORDERCODE-DISTRI1";"ORDERCODE-DISTRI2";"ORDERCODE-MANU1";"PACKAGE";"PARTNUMBER";"PRICE";"PRODUCT_TYPE";"PROD_ID";"RS_PART_NUMBER";"RS_PRICE/STOCK";"SF_ID";"SPICEPREFIX";"VALUE";"VENDOR";
"IC6";" TMC429-PI24 ";"TMC429-PI24";"TMC_SO24_SOT137-1_1.27_15.5X7.5";"Intelligent Triple Stepper Motor Controller with SPI, Step/Dir, SOP24";"";"";"";"";"";"";"";" http://www_trinamic_com/_scripts/download_php?file=_articles%2Fproducts%2Fintegrated-circuits%2Ftmc429%2F_datasheet%2FTMC429_datasheet_pdf ";" Intelligent Triple Stepper Motor Controller with SPI, Step/Dir, SOP24 ";" Digikey ";" Farnell ";" 2,65mm ";"";" TRINAMIC ";"";"";"";"";"";"";" 1460-1058-5-ND ";" 1858309 ";" TMC429-PI24 ";"";"";"";"";"";"";"";"";"";" TMC429-PI24 ";"";
"IC8";"LM317MBSTT3";"LM317MBSTT3";"SOT223";"500 mA Adjustable Output Positive Voltage Regulator";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LM317M";"";"";"";"";"";"";"";"";"";
"J1";"POWER_JACKPTH_BREAD";"POWER_JACKPTH_BREAD";"POWER_JACK_PTH_BREAD";"Power Jack Connector";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PRT-10811";"";"";"";"";"";"";
"J2";"";"CONN_05X2SHD_LOCK";"2X5-SHROUDED_LOCK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CONN-08671";"";"";"PRT-08506";"";"";"";
"J3";"Motor Coil B";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J4";"Motor Coil A";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J5";"73100-0114";"73100-0114";"73100-0114";"Molex Right Angle 50ohm";"70357943";"http://www.alliedelec.com/molex-incorporated-73100-0114/70357943/";"73100-0114";"http://uk.rs-online.com/web/p/products/7595252P";"";"";"";"";"Molex Right Angle 50ohm";"";"";"";"mm";"";"Molex";"73100-0114";"";"";"";"";"";"";"";"";"";"";"";"";"7595252P";"http://uk.rs-online.com/web/p/products/7595252P";"";"";"";"";
"J8";"";"CONN_05";"1X05";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"J9";"Motor Coil B";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J10";"Motor Coil A";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J11";"Motor Coil B";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J12";"Motor Coil A";"SCREW-TERMINAL-GREEN(2P-5.0)";"H2-5.0-10.5X8.0MM";"320110031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GREEN-2P-5.0";"";
"J13";"";"CONN_05";"1X05";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"J14";"";"CONN_05";"1X05";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP1";"";"JP1Q";"JP1";"JUMPER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"L3";"10UH-225MA";"SMD-INDUCTOR-10UH-225MA-10%(0806)";"L0806";"303010042";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LQH2MCN100K02L";"";"";"";"";"";"";"";"";"";"";"";"";"";"10UH-225MA";"";
"L4";"10UH-225MA";"SMD-INDUCTOR-10UH-225MA-10%(0806)";"L0806";"303010042";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LQH2MCN100K02L";"";"";"";"";"";"";"";"";"";"";"";"";"";"10UH-225MA";"";
"L5";"10UH-225MA";"SMD-INDUCTOR-10UH-225MA-10%(0806)";"L0806";"303010042";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LQH2MCN100K02L";"";"";"";"";"";"";"";"";"";"";"";"";"";"10UH-225MA";"";
"P1";"1-2295018-2";"1-2295018-2";"TE_1-2295018-2";"Conn USB Type C RCP 12 POS Solder RA SMD 12 Terminal 1 Port T/R";"";"";"";"";"Good";".5 mm[.019 in]";"1-2295018-2";"";" USB TYPE C, REC OFFSET 0.65MM DUAL SMT ";"";"";"";"";"";"";"";"TE Connectivity";"1-2295018-2";"";"24";"";"";"";"None";"";"1.70 USD";"Connector";"";"";"";"";"";"";"";
"R1";"100K";"100KOHM-0402-1/16W-1%";"0402";"100kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-13495";"";"";"";"";"100K";"";
"R6";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R7";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R8";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R9";"220";"220OHM-0603-1/10W-1%";"0603";"220Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07861";"";"";"";"";"220";"";
"R10";"220";"220OHM-0603-1/10W-1%";"0603";"220Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07861";"";"";"";"";"220";"";
"R11";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R12";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R13";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R14";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R15";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R16";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R17";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R18";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R19";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R20";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R21";"1M";"1MOHM-0603-1/4W-5%";"0603";"1MΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07868";"";"";"";"";"1M";"";
"R22";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R23";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R24";"0.1";"0.1OHM-1210-1/2W-1%";"1210";"0.1Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-12374";"";"";"";"";"0.1";"";
"R25";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R26";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R27";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07828";"";"";"";"";"100k";"";
"R28";"0.01R";"RESISTOR0805";"0805";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R29";"240Ω";"R-US_M0805";"M0805";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R30";"48Ω";"R-US_M0805";"M0805";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R31";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R32";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-00824";"";"";"";"";"10k";"";
"R33";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R34";"10";"10OHM-1206-1/4W-1%";"1206";"10Ω resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-08705";"";"";"";"";"10";"";
"R37";"1M";"1MOHM-0603-1/4W-5%";"0603";"1MΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07868";"";"";"";"";"1M";"";
"R38";"1M";"1MOHM-0603-1/4W-5%";"0603";"1MΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07868";"";"";"";"";"1M";"";
"R39";"47k";"47KOHM-0603-1/10W-1%";"0603";"47kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07871";"";"";"";"";"47k";"";
"R40";"47k";"47KOHM-0603-1/10W-1%";"0603";"47kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07871";"";"";"";"";"47k";"";
"R41";"47k";"47KOHM-0603-1/10W-1%";"0603";"47kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07871";"";"";"";"";"47k";"";
"R42";"9.53k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R43";"8.45k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R44";"2.74k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R45";"19.1k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R46";"100k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R47";"32.4k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R48";"100k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R49";"100k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R50";"7.15k";"RESISTOR0603";"0603";"Generic Resistor Package";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ";"";"";"";"";" ";"";
"R51";"15k";"15KOHM-0603-1/10W-1%";"0603";"15kΩ resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RES-07854";"";"";"";"";"15k";"";
"S1";"EN11-HSM1BF20";"EN11-HSM1BF20";"EN11HSM1BF20";"ENCODER 11MM ROTARY SW TOP ADJ";"";"";"EN11-HSM1BF20";"";"";"";"";"";"ENCODER 11MM ROTARY SW TOP ADJ";"";"";"";"26mm";"";"TT Electronics/BI Magnetics";"EN11-HSM1BF20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"S2";"TL3342F160QG";"TL3342F160QG";"SW_TL3342F160QG";"TL3342 Series SPST 1.6 N Round Button Gull Wing Surface Mount Tactile Switch";"";"";"";"";"";"";"";"";"";"";"";"";"";"E SWITCH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SCREEN1";"OLED";"OLED";"SIP-20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SHUTTER";"4N35S";"4N35S";"SOT23-6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$1";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$2";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$5";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$6";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$7";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$8";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$9";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$10";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$11";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$12";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$13";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$14";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$15";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$16";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$17";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$18";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$19";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$20";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$21";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$22";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$23";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$24";"AOD4184A";"AOD4184A";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$25";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$26";"AOD4189";"AOD4189";"TO252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$27";"CSD17309Q3";"CSD17309Q3";"DQG0008A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CSD17309Q3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";
"U$28";"CSD17309Q3";"CSD17309Q3";"DQG0008A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CSD17309Q3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";
"U$29";"TPS659821";"TPS659821";"QFN50P800X800X100-57N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U1";"TPD8S300RUKRRUK0020B_NV";"TPD8S300RUKRRUK0020B_NV";"RUK0020B_NV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U2";"FT232RL-REEL";"FT232RL-REEL";"SOP65P780X200-28N";"USB Full Speed to Serial UART IC, Includes Oscillator and EEPROM - SSOP-28";"";"";"";"";"";"";"";"";"";"";"";"";"";"Future Technology Devices International Ltd";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U3";"CDCS502PWR";"CDCS502PWR";"SOP65P640X120-8N";"Crystal Oscillator";"";"";"";"";"Good";"";"";"";" Crystal Oscillator / Clock Generator with optional SSC 8-TSSOP -40 to 85 ";"";"";"";"";"";"";"";"Texas Instruments";"CDCS502PWR";"";"";"";"";"";"TSSOP-8 Texas Instruments";"";"1.60 USD";"";"";"";"";"";"";"";"";
"U4";"LSM9DS1";"LSM9DS1";"PQFN24P43_350X300X102L35X23N";"iNEMO inertial module: 3D accelerometer, 3D gyroscope, 3D magnetometer";"";"";"";"";"Unavailable";"";"";"";" iNEMO inertial module: 3D accelerometer, 3D gyroscope, 3D magnetometer ";"";"";"";"";"";"";"";"STMicroelectronics";"LSM9DS1";"";"";"";"";"";"None";"";"None";"";"";"";"";"";"";"";"";
"U5";"TPS54336ADRCR";"TPS54336ADRCR";"DRC0010J";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U6";"TPS54336ADRCR";"TPS54336ADRCR";"DRC0010J";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U7";"TPS54336ADRCR";"TPS54336ADRCR";"DRC0010J";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"X1";"STEREOJACK";"STEREOJACK";"STX3100";"MIC/HEADPHONE JACK";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Y1";"7B-16.000MAAJ-T";"7B-16.000MAAJ-T";"7B-16.000MAAJ-T_OSCSC500X320X105-4N";"Crystal 16.0000mhz 18pf Smd";"";"";"";"";"";"";"";"";"";"";"";"";"";"TXC Corporation";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
